epoch,batch,train loss,train accuracy,validation loss,validation accuracy,batch time,name
0,0,0.6876955628395081,0.570225715637207,0.6883141398429871,0.5503355860710144,0.0,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
1,25,0.6138139629364013,0.705,0.6101515293121338,0.6893576383590698,1.4278888702392578,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
1,50,0.6158948981761933,0.68375,0.6120246648788452,0.6951102614402771,1.4214637279510498,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
1,75,0.6051208734512329,0.695,0.6090225577354431,0.7018216848373413,1.4239223003387451,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
1,100,0.6010186636447906,0.71,0.6120101809501648,0.6951102614402771,1.4227938652038574,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
1,125,0.6186889970302581,0.66875,0.6110650300979614,0.7027804255485535,1.4283983707427979,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
1,150,0.6074932706356049,0.695,0.5968233942985535,0.693192720413208,1.4209847450256348,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
1,175,0.5861502397060394,0.71125,0.5959904789924622,0.7056567668914795,1.425116777420044,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
1,200,0.6133381032943725,0.68125,0.5959389805793762,0.6912751793861389,1.427245855331421,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
1,225,0.5953913486003876,0.70125,0.5890190601348877,0.693192720413208,1.4391148090362549,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
1,250,0.6071247410774231,0.7,0.5894063711166382,0.690316379070282,1.433110237121582,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
2,25,0.5863260722160339,0.7025,0.603866457939148,0.6922339200973511,1.4275715351104736,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
2,50,0.5854621255397796,0.71375,0.5909045338630676,0.7133269309997559,1.4266746044158936,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
2,75,0.6033999824523926,0.68125,0.6379141211509705,0.6922339200973511,1.4354040622711182,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
2,100,0.585448887348175,0.71125,0.6005986928939819,0.690316379070282,1.4302496910095215,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
2,125,0.5756689035892486,0.715,0.5798194408416748,0.6989453434944153,1.4672389030456543,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
2,150,0.5916706848144532,0.7,0.6003019213676453,0.7238734364509583,1.4275939464569092,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
2,175,0.5747429168224335,0.71375,0.5861709713935852,0.7037392258644104,1.4233803749084473,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
2,200,0.5842171120643616,0.72,0.5688624978065491,0.7066155672073364,1.4246816635131836,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
2,225,0.5441650831699372,0.73875,0.5758583545684814,0.7085331082344055,1.4312894344329834,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
2,250,0.5670929157733917,0.72125,0.5651476979255676,0.7248322367668152,1.4333665370941162,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
3,25,0.5643625891208649,0.71625,0.5874032974243164,0.6941515207290649,1.4330523014068604,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
3,50,0.5794020545482635,0.70125,0.5690218210220337,0.7286673188209534,1.4241695404052734,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
3,75,0.5502946245670318,0.735,0.5820338726043701,0.6999041438102722,1.4293978214263916,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
3,100,0.5896022629737854,0.685,0.561883807182312,0.717162013053894,1.4336729049682617,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
3,125,0.5703770363330841,0.7125,0.5944085121154785,0.6989453434944153,1.4318647384643555,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
3,150,0.5429767715930939,0.7425,0.5849764943122864,0.7114093899726868,1.4284873008728027,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
3,175,0.5853813862800599,0.71125,0.5801763534545898,0.7075743079185486,1.4274208545684814,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
3,200,0.5596502900123597,0.72875,0.5527682900428772,0.7315436601638794,1.4297842979431152,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
3,225,0.5475920259952545,0.73125,0.5985988974571228,0.6970278024673462,1.4256129264831543,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
3,250,0.556636494398117,0.70875,0.5662219524383545,0.7401725649833679,1.4384901523590088,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
4,25,0.5343051779270173,0.73875,0.5576899647712708,0.7229146957397461,1.4280943870544434,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01_adapter
