epoch,batch,train loss,train accuracy,validation loss,validation accuracy,batch time,name
0,0,0.6338315606117249,0.7043620944023132,0.6392260193824768,0.6912751793861389,0.0,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
1,25,0.6047769474983216,0.7175,0.6147706508636475,0.6912751793861389,1.3925130367279053,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
1,50,0.6373967099189758,0.65125,0.6324194073677063,0.6912751793861389,1.3797004222869873,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
1,75,0.6041555428504943,0.7075,0.6054269671440125,0.6912751793861389,1.380518913269043,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
1,100,0.6237398505210876,0.6825,0.6255021691322327,0.7056567668914795,1.3849115371704102,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
1,125,0.6017846202850342,0.71125,0.6056828498840332,0.6941515207290649,1.3847119808197021,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
1,150,0.5906775498390198,0.72,0.5995839238166809,0.6912751793861389,1.379382610321045,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
1,175,0.626099796295166,0.6775,0.5944325923919678,0.6941515207290649,1.3811414241790771,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
1,200,0.5936007535457611,0.71625,0.5934632420539856,0.6922339200973511,1.3860769271850586,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
1,225,0.592166690826416,0.70125,0.5931396484375,0.696069061756134,1.3850600719451904,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
1,250,0.6098310434818268,0.68375,0.6021555662155151,0.6979866027832031,1.3796043395996094,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
2,25,0.6105783116817475,0.7075,0.5910559296607971,0.6922339200973511,1.3865978717803955,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
2,50,0.6144280183315277,0.6825,0.6094460487365723,0.6912751793861389,1.383673906326294,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
2,75,0.5940887248516082,0.71,0.5967578291893005,0.6912751793861389,1.3865127563476562,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
2,100,0.589669839143753,0.72125,0.5966097712516785,0.7085331082344055,1.3832294940948486,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
2,125,0.5933101749420167,0.71,0.6118122935295105,0.7075743079185486,1.3852880001068115,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
2,150,0.5849695670604705,0.69375,0.6108759641647339,0.6912751793861389,1.3839507102966309,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
2,175,0.5807468271255494,0.71375,0.5870627164840698,0.7056567668914795,1.3838341236114502,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
2,200,0.5970011746883392,0.71125,0.5813664197921753,0.7114093899726868,1.383760929107666,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
2,225,0.6138230395317078,0.6875,0.5896507501602173,0.6922339200973511,1.3851470947265625,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
2,250,0.586126617193222,0.695,0.6128968596458435,0.6922339200973511,1.3908872604370117,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
3,25,0.5775502729415893,0.705,0.5925189852714539,0.696069061756134,1.3911430835723877,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
3,50,0.5509650409221649,0.75375,0.5804463028907776,0.7018216848373413,1.3890323638916016,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
3,75,0.6194871401786805,0.68,0.6223214268684387,0.6922339200973511,1.3895657062530518,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
3,100,0.5674871933460236,0.7225,0.5933632254600525,0.6999041438102722,1.3884575366973877,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
3,125,0.583420022726059,0.725,0.5776271224021912,0.7046979665756226,1.3900184631347656,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
3,150,0.5942225754261017,0.7,0.5724068284034729,0.7190796136856079,1.387117862701416,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
3,175,0.5766011309623719,0.70375,0.5712067484855652,0.7133269309997559,1.3898355960845947,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
3,200,0.5551970601081848,0.7325,0.5750358700752258,0.717162013053894,1.388014793395996,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
3,225,0.6111699652671814,0.68,0.6200108528137207,0.693192720413208,1.390657663345337,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
3,250,0.599623155593872,0.68875,0.5739614367485046,0.7056567668914795,1.3888869285583496,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
4,25,0.589841958284378,0.70125,0.6342771649360657,0.6941515207290649,1.3905656337738037,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
4,50,0.5782400321960449,0.7075,0.6021628379821777,0.6979866027832031,1.3925743103027344,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
4,75,0.616854259967804,0.6925,0.5720731019973755,0.7162032723426819,1.3925912380218506,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
4,100,0.6027349209785462,0.69625,0.5861110091209412,0.7056567668914795,1.395599365234375,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
4,125,0.5526312279701233,0.72625,0.5736550092697144,0.7085331082344055,1.3938016891479492,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
4,150,0.5681982052326202,0.71875,0.5630630254745483,0.7190796136856079,1.3909289836883545,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
4,175,0.5798699092864991,0.6925,0.5737887024879456,0.7123681902885437,1.390634536743164,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
4,200,0.5672241747379303,0.7125,0.5869808793067932,0.7046979665756226,1.3910715579986572,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
4,225,0.5568463969230651,0.72875,0.576865553855896,0.7037392258644104,1.3970484733581543,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
4,250,0.5618550217151642,0.72375,0.5725926756858826,0.718120813369751,1.392657995223999,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
5,25,0.5846696352958679,0.7175,0.5719016194343567,0.7104506492614746,1.3997693061828613,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
5,50,0.571954300403595,0.7225,0.5748933553695679,0.7123681902885437,1.3927040100097656,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
5,75,0.568843219280243,0.72625,0.5688394904136658,0.7133269309997559,1.3948895931243896,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
5,100,0.551212170124054,0.75625,0.5955215096473694,0.6941515207290649,1.3965585231781006,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
5,125,0.6059675776958465,0.68625,0.6461966037750244,0.6989453434944153,1.4014742374420166,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
5,150,0.5920656526088715,0.705,0.5717365741729736,0.7094918489456177,1.3948049545288086,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
5,175,0.5868709301948547,0.71875,0.5692960619926453,0.7066155672073364,1.394639492034912,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
5,200,0.5777331280708313,0.71125,0.5842087268829346,0.7008628845214844,1.4036502838134766,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
5,225,0.5810573995113373,0.70875,0.5601183176040649,0.7133269309997559,1.4005589485168457,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
5,250,0.5783824717998505,0.7075,0.5773827433586121,0.7027804255485535,1.3953936100006104,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
6,25,0.573342924118042,0.72375,0.5745906829833984,0.7037392258644104,1.39762282371521,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
6,50,0.5949764704704285,0.6975,0.5674821734428406,0.7123681902885437,1.394742488861084,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
6,75,0.5505191063880921,0.73,0.569572389125824,0.7123681902885437,1.3970320224761963,bert-base-uncased_cola_epochs10_minibatch32_logging25_gradualunfreeze_lr01
