epoch,batch,train loss,train accuracy,validation loss,validation accuracy,batch time,name
0,0,0.7518841028213501,0.32557597756385803,0.7495008707046509,0.3307766020298004,0.0,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
1,25,0.611432318687439,0.70125,0.6120414733886719,0.6874400973320007,1.4350497722625732,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
1,50,0.6202682101726532,0.68875,0.6104515194892883,0.690316379070282,1.4025886058807373,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
1,75,0.6132675445079804,0.7,0.618888258934021,0.6893576383590698,1.4044482707977295,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
1,100,0.6200953924655914,0.6875,0.6047767996788025,0.6912751793861389,1.4095988273620605,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
1,125,0.6260634315013885,0.6725,0.6373205184936523,0.6912751793861389,1.4208972454071045,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
1,150,0.6120606207847595,0.7025,0.6051251292228699,0.6970278024673462,1.4120464324951172,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
1,175,0.6031738674640655,0.70375,0.6229543089866638,0.690316379070282,1.4078428745269775,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
1,200,0.6037282991409302,0.7,0.6159077882766724,0.7075743079185486,1.4079711437225342,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
1,225,0.6228008484840393,0.69125,0.599002480506897,0.6912751793861389,1.406554937362671,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
1,250,0.5960375773906708,0.7125,0.60771644115448,0.6912751793861389,1.4146406650543213,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
2,25,0.5952649796009064,0.7125,0.6009180545806885,0.6912751793861389,1.4145548343658447,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
2,50,0.5789797914028167,0.72375,0.6388919353485107,0.6922339200973511,1.4108374118804932,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
2,75,0.5879409527778625,0.725,0.5887601971626282,0.6922339200973511,1.411255121231079,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
2,100,0.6068734037876129,0.69125,0.589378297328949,0.7008628845214844,1.409616470336914,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
2,125,0.5779805397987365,0.7275,0.6136245131492615,0.6912751793861389,1.4135446548461914,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
2,150,0.5967844939231872,0.68875,0.6482446193695068,0.6912751793861389,1.4158170223236084,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
2,175,0.6277314877510071,0.6625,0.590448796749115,0.7085331082344055,1.4097633361816406,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
2,200,0.5579182112216949,0.73625,0.6210768818855286,0.6912751793861389,1.420870304107666,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
2,225,0.6122907423973083,0.68125,0.609391450881958,0.720997154712677,1.411400556564331,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
2,250,0.5909936821460724,0.7175,0.584704577922821,0.696069061756134,1.4154996871948242,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
3,25,0.6128172135353088,0.6875,0.5832945704460144,0.7066155672073364,1.423205852508545,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
3,50,0.5869260513782502,0.71125,0.5864618420600891,0.7114093899726868,1.413055181503296,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
3,75,0.6003249037265778,0.695,0.5843165516853333,0.7133269309997559,1.4164493083953857,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
3,100,0.5883461153507232,0.7025,0.5886204242706299,0.693192720413208,1.4238801002502441,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
3,125,0.5977669560909271,0.6975,0.6013680696487427,0.6999041438102722,1.4344580173492432,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
3,150,0.6340873599052429,0.64875,0.5742311477661133,0.7056567668914795,1.4266412258148193,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
3,175,0.5719193816184998,0.7125,0.5703822374343872,0.7075743079185486,1.4153940677642822,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
3,200,0.5703658211231232,0.73375,0.5855153203010559,0.6970278024673462,1.4102463722229004,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
3,225,0.5790372347831726,0.715,0.5769197940826416,0.7018216848373413,1.4244170188903809,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
3,250,0.5828270506858826,0.7125,0.5770535469055176,0.7238734364509583,1.4131453037261963,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
4,25,0.5992068481445313,0.695,0.5984801054000854,0.7066155672073364,1.4179394245147705,bert-base-uncased_cola_epochs10_minibatch32_logging25_differentiallr_lr01_adapter
