epoch,batch,train loss,train accuracy,validation loss,validation accuracy,batch time,name
0,0,0.7026458978652954,0.5033329725265503,0.7058019638061523,0.4774688482284546,0.0,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
1,25,0.6281525719165802,0.68375,0.6600743532180786,0.690316379070282,1.4205398559570312,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
1,50,0.6018712294101715,0.735,0.6158564686775208,0.6912751793861389,1.4266612529754639,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
1,75,0.60446253657341,0.72,0.6104204058647156,0.6912751793861389,1.4208643436431885,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
1,100,0.6467391800880432,0.6675,0.618155300617218,0.6912751793861389,1.4148647785186768,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
1,125,0.6576496386528015,0.6625,0.6094132661819458,0.6912751793861389,1.4174575805664062,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
1,150,0.6252158176898956,0.685,0.5954077839851379,0.690316379070282,1.4252068996429443,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
1,175,0.6140646302700042,0.69875,0.6112351417541504,0.6912751793861389,1.418889045715332,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
1,200,0.5983026850223542,0.715,0.6025083661079407,0.6912751793861389,1.4206812381744385,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
1,225,0.5843300187587738,0.7225,0.6036701798439026,0.6912751793861389,1.4230451583862305,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
1,250,0.5985344183444977,0.7025,0.6385799646377563,0.6912751793861389,1.4190096855163574,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
2,25,0.625646231174469,0.6575,0.5886521339416504,0.7027804255485535,1.429650068283081,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
2,50,0.5757500576972961,0.72375,0.6196872591972351,0.693192720413208,1.4314384460449219,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
2,75,0.6022357773780823,0.70125,0.586827278137207,0.690316379070282,1.4242010116577148,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
2,100,0.556013195514679,0.74375,0.5827087163925171,0.7066155672073364,1.4234192371368408,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
2,125,0.5902953684329987,0.70875,0.5885535478591919,0.7133269309997559,1.4718694686889648,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
2,150,0.6006246328353881,0.69875,0.5823533535003662,0.7027804255485535,1.4244868755340576,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
2,175,0.6158517956733703,0.6625,0.5818220973014832,0.6893576383590698,1.425356149673462,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
2,200,0.5966924273967743,0.71375,0.5878952741622925,0.7133269309997559,1.4258453845977783,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
2,225,0.5560006916522979,0.73125,0.5781108736991882,0.6951102614402771,1.421966314315796,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
2,250,0.594493328332901,0.7,0.5824036002159119,0.696069061756134,1.4259979724884033,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
3,25,0.6019294142723084,0.695,0.5730535984039307,0.718120813369751,1.4307222366333008,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
3,50,0.6031438553333283,0.685,0.583221971988678,0.696069061756134,1.4264938831329346,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
3,75,0.5934119999408722,0.6975,0.574793815612793,0.7046979665756226,1.4296529293060303,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
3,100,0.5508657431602478,0.755,0.5629025101661682,0.7162032723426819,1.4215435981750488,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
3,125,0.5491093707084655,0.72625,0.5555658340454102,0.7325024008750916,1.4266610145568848,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
3,150,0.5661737692356109,0.73625,0.5716574192047119,0.6979866027832031,1.4382193088531494,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
3,175,0.577592099905014,0.70125,0.5869165658950806,0.7238734364509583,1.4298856258392334,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
3,200,0.5701235139369965,0.72375,0.579441249370575,0.7075743079185486,1.4320282936096191,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
3,225,0.5616372919082642,0.7325,0.5601351261138916,0.7305848598480225,1.4231817722320557,bert-base-uncased_cola_epochs10_minibatch32_logging25_fixedlr_lr01
